PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,50,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Male,Black,50,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Male,Black,50,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Male,Black,24,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Male,Black,24,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,24,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,13,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Male,Black,13,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Male,Black,13,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Male,Black,8,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Male,Black,8,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,8,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,6,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Male,Black,6,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Male,Black,6,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Male,Black,14,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Male,Black,14,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,14,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,50,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Male,Black,50,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Male,Black,50,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Female,Black,30,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Female,Black,30,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Female,Black,30,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Black,Male,36,,1 feet to 3 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,White,Male,42,,1 feet to 3 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0028,01/13/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),None detected,Yes,Asian/Pacifi,Male,31,,1 feet to 3 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0029,01/13/2016,FOB - Field Operations Bureau,8th District,B Platoon,,,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,CEW Exhibited/Laser,None detected,Yes,Black,Female,31,,1 feet to 3 feet,Male,Black,41,Medium,5'7'' to 5'9'',No,No,Yes,Shoplifting,Escape,No
FTN2016-0030,01/14/2016,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,DWI Unit,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Exhibited/Laser,Alchohol,No,White,Male,34,,0 feet to 1 feet,Male,White,55,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2016-0032,01/15/2016,FOB - Field Operations Bureau,6th District,C Platoon,,,,Initial,Pending,Call for Service,Poor,Clear Conditions,Force (Take Down),Alchohol and unknown drugs,Yes,White,Male,43,,1 feet to 3 feet,Female,Black,33,Medium,5'0'' to 5'3'',No,Yes,Yes,,Other,No
FTN2016-0032,01/15/2016,FOB - Field Operations Bureau,6th District,C Platoon,,,,Initial,Pending,Call for Service,Poor,Clear Conditions,Force (Take Down),Alchohol and unknown drugs,Yes,White,Female,36,,1 feet to 3 feet,Female,Black,33,Medium,5'0'' to 5'3'',No,Yes,Yes,,Other,No
FTN2016-0033,01/15/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Mentally unstable,Yes,White,Male,30,,1 feet to 3 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0033,01/15/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Mentally unstable,Yes,Black,Female,36,,1 feet to 3 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0033,01/15/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Mentally unstable,Yes,Black,Male,41,,1 feet to 3 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0033,01/15/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Mentally unstable,Yes,White,Male,26,,1 feet to 3 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0034,01/15/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Canine (No Bite),None detected,Yes,White,Male,48,,7 feet to 10 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0036,01/18/2016,FOB - Field Operations Bureau,5th District,Staff,,Unknown Working Status,Unknown Shift Hours,Initial,Pending,Call for Service,Good,Clear Conditions,Force (Take Down),Unknown,Yes,White,Male,27,,0 feet to 1 feet,Male,Black,23,Small,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2016-0037,01/18/2016,FOB - Field Operations Bureau,6th District,Task Force,B,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,32,,15 feet to 18 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0038,01/18/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,Canine (Bite),Unknown,Yes,Black,Male,43,,0 feet to 1 feet,Male,Black,16,Small,5'7'' to 5'9'',Yes,Yes,Yes,Possession of Stolen Property,Resisting Lawful Arrest,No
FTN2016-0039,01/18/2016,FOB - Field Operations Bureau,8th District,C Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Escort Tech),Unknown,Yes,White,Male,41,,4 feet to 6 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,Yes
FTN2016-0039,01/18/2016,FOB - Field Operations Bureau,8th District,C Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Escort Tech),Unknown,Yes,Hispanic,Male,27,,4 feet to 6 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,Yes
FTN2016-0040,01/18/2016,FOB - Field Operations Bureau,5th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,Unknown,Yes,White,Male,32,,0 feet to 1 feet,Male,Black,42,Medium,6'1'' to 6'3'',No,No,Yes,,Escape,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Female,Black,23,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Female,Black,23,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Female,Black,14,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Female,Black,14,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Female,Black,40,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Female,Black,40,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Female,Black,36,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Female,Black,36,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,39,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Male,Black,39,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Male,Black,28,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Male,Black,28,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,38,,0 feet to 1 feet,Female,Black,18,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0041,01/19/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),Unknown,Yes,White,Male,42,,0 feet to 1 feet,Female,Black,18,Medium,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0043,01/20/2016,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Other,Firearm (Exhibited),Mentally unstable,No,Black,Male,27,,11 feet to 14 feet,Male,Black,29,Large,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0043,01/20/2016,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Other,Force (Take Down),Mentally unstable,Yes,Black,Male,30,,11 feet to 14 feet,Male,Black,29,Large,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0043,01/20/2016,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Poor,Other,Firearm (Exhibited),Mentally unstable,No,Black,Male,39,,11 feet to 14 feet,Male,Black,29,Large,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0044,01/20/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Other,None detected,Yes,Black,Male,36,,11 feet to 14 feet,Male,Black,21,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0044,01/20/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Other,None detected,Yes,White,Male,42,,11 feet to 14 feet,Male,Black,21,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0045,01/20/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Foggy Condition,Firearm (Exhibited),Unknown,Yes,White,Male,42,,11 feet to 14 feet,Female,Black,33,Medium,5'7'' to 5'9'',No,No,No,,Other,No
